"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸"
"47464","ja","«½«¦«ëÔ´ãıÔôß£?ÎÃ«»«ó«¿? «×«««ó«µ«ó(İÁùÓß£)","https://japanese.visitseoul.net/nature/2024-SHTCbukhansan/JPPmt730g?utm_source=seoulopendata&utm_medium=nature&utm_content=JPPmt730g"," «½«¦«ëË°İÁ?ÙëÔÔ181-7 ","01002 «½«¦«ëã¼«««ó«Ö«¯(Ë°İÁ)?«µ«ß«ã«ó«í173«®«ë52¡¢«¯«¡«ó«Ë«à«Ó«ë5Í­ ","1533-2608","https://www.seoulhiking.or.kr","09:00 - 18:00 ","ûıèøìí?ìíèøìí","êÅèøìí","ò¢ù»?«¦«¤«·«ó«½«ëàÊ¡¸«×«««ó«µ«ó«¦«¤¡¹?2ÛãõóÏ¢,  300m"
"43386","zh-TW","?Í¢ß£ßæ÷¾â©Ü«Íëê®","https://tchinese.visitseoul.net/nature/CheonggyesanStreamWatersidePark/TCPv3l77y?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPv3l77y"," âÏì³ã¼ßúõ®Ï¡ãæê¹Ô×283-1ûÜ ","06802 âÏì³ã¼ßúõ®Ï¡?Í¢ß£ÖØ9Ê¶ 1-15 ","","","","","","ò¢ôÑ ãæİÎÓĞàÊ ?Í¢ß£ìıÏ¡ó× 1ûÜõóÏ¢,  399m"
"32825","ja","«±«Õ«¡«µ«ó(ËÒü£ß£)","https://japanese.visitseoul.net/nature/«±«Õ«¡«µ«óËÒü£ß£/JPP032823?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP032823","157-220 «½«¦«ëã¼Ë°à¤?Û¨ü£Ô×846 ","07601 «½«¦«ëã¼«««ó«½(Ë°à¤)?«ä«ó«Á«ç«ó«í22 (Û¨ü£Ô×)«±«Õ«¡«µ«ó(ËÒü£ß£)","+82-2-2600-4183","","","","","ò¢ù»?5?àÊ¡¸«±«Õ«¡«µ«ó¡¹?2ÛãõóÏ¢,  186m"
"30491","zh-CN","ì£õ½?Ë°Íë?","https://chinese.visitseoul.net/nature/ì£õ½?Ë°Íë?/CNP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003617","140-031 âÏ?ã¼?ß£?ì£õ½Ô×302-17  ","04427 âÏ?ã¼?ß£?ì£õ½ÖØ72Ê¶62  (ì£õ½Ô×) ","+82-2-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","ò¢? ÌÈ?ñéäç?/4?? ì£õ½ó× 4?õóÏ¢,  1.2km"
"27522","en"," Seoul Botanic Park","https://english.visitseoul.net/nature/Seoul-Botanic-Park/ENP027397?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP027397"," 812, Magok-dong, Gangseo-gu, Seoul, Korea ","07789 161, Magokdong-ro, Gangseo-gu, Seoul, Korea ","+82-2-2104-9716","http://botanicpark.seoul.go.kr/","March - October, Daily 09:30 - 18:00 (Last entry at 17:00) (KST) November - February, Daily 09:30 - 17:00 (Last entry at 16:00) (KST)","","Mondays, Park (Open Forest, Lake Zone, Marsh Zone): Open year round","Subway Line 9 / Airport Railroad  Magongnaru Station  Exit 3,  524m "
"37304","zh-CN","ÌÈ??×ùÔ³","https://chinese.visitseoul.net/nature/ÌÈ??ßµ×ùÖØ/CNP037160?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP037160"," âÏ?ã¼Ø«øİ?æÅÑõÔ× "," âÏ?ã¼Ø«øİ?æÅÑõÔ× ","","","","","","ò¢? 2?? / ÌÈ?ñéäç? / Ïõ??ÖØ  ûğÓŞìıÏ¢ó× 3?õóÏ¢,  447m"
"47466","zh-TW","âÏì³ã¼Ï¡ Ôôß£Õéë´ñéãı(İÁùÓß£)","https://tchinese.visitseoul.net/nature/2024-SHTCbukhansan/TCPmt730g?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPmt730g"," âÏì³ã¼Ë°İÁÏ¡ëùìÒÔ×181-7ûÜ ","01002 âÏì³Ë°İÁÏ¡ß²åÕÖØ173Ê¶52ûÜ£¬ÎÃ×ùÓŞ×§5×§ ","1533-2608","https://www.seoulhiking.or.kr","09:00 - 18:00 ","ñÎì£~ñÎìí","ñÎìé","ò¢ôÑéÚì¼ãæàâàÊ İÁùÓß£éÚì¼ó× 2ûÜõóÏ¢,  300m"
"37138","zh-CN","ìéí®ß£úÅõ®ô¸ÙşÍë?","https://chinese.visitseoul.net/nature/ìéí®ß£úÅõ®ô¸ÙşÍë?/CNP037130?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP037130"," âÏ?Ë°??Ôíõ½Ô×ß£86 ","134-060 âÏ?Ë°??Ôíõ½Ô×ß£86 ","","https://www.gangdong.go.kr/web/culture/contents/gdc010_020_030","","","","ò¢?9??  ñéäç???êÂó×  3?õóÏ¢,  ÷³ã«342??ÍëÎß?¡¢2312ò¨?ÍëÎß?ò¸ÑÎÔ×í»æÔßæ?Íë?ÍëÎß?ó×ù»?ı¨ÜÆú¼296m"
"22378","zh-TW","İÖÎÃô¹","https://tchinese.visitseoul.net/nature/İÖÎÃô¹/TCP002257?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002257"," âÏì³ã¼ëÚøÁÏ¡İÖÎÃÔ×¡¢à¤ÓŞÚ¦Ï¡İÁÊ¥ñ¥Ô×ìéÓá "," âÏì³ã¼ëÚøÁÏ¡İÖÎÃÔ×¡¢à¤ÓŞÚ¦Ï¡İÁÊ¥ñ¥Ô×ìéÓá ","","","24á³ãÁ","","","ò¢ôÑ6ûÜàÊ  ëíäÛó×  4ûÜõóÏ¢,  185m"
"2304","zh-CN","İÖÎÃô¹ë×ìí?","https://chinese.visitseoul.net/nature/İÖÎÃô¹ë×ìí?/CNP002300?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002300","120-132 âÏ?à¤ÓŞ??İÁÊ¥ñ¥2Ô× ë×ìí?","120-132 âÏ?÷å?ã¼ à¤ÓŞ?? İÖÎÃô¹Ê¶ 146 ","","","","","","ò¢?6??  ?ß£ó×  2?õóÏ¢,  221m"
"4824","zh-TW","İÁâÏì³ÙÓñı×ù","https://tchinese.visitseoul.net/nature/İÁâÏì³ÙÓñı×ù-ºÏ¼­¿ï²ŞÀÇ½£/TCP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004820"," âÏì³ã¼Ë°İÁÏ¡êÅÍ¢ÖØ173 ","01228 âÏì³ã¼Ë°İÁÏ¡êÅÍ¢ÖØ173 ","+82-2-2289-4000","http://parks.seoul.go.kr/template/sub/dreamforest.do","Øßìí00:00-24:00","","","ò¢ôÑ6ûÜàÊ  à´Íúó×  3ûÜõóÏ¢,  1.5m"
"47452","ko","¼­¿ï µµ½É µî»ê°ü±¤¼¾ÅÍ(°ü¾Ç»ê) ","https://korean.visitseoul.net/nature/2024-SHTCgwanaksan/KOP610oon?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP610oon"," ¼­¿ï °ü¾Ç±¸ ½Å¸²µ¿ 211 ","08825 ¼­¿ï °ü¾Ç±¸ ½Å¸²·Î 23 (½Å¸²µ¿) °ü¾Ç»ê¿ª ¿ª»ç³» ","1533-2162","https://www.seoulhiking.or.kr","09:00 - 18:00","¸ñ¿äÀÏ ~ È­¿äÀÏ","¼ö¿äÀÏ","ÁöÇÏÃ¶ ½Å¸²¼± °ü¾Ç»ê¿ª 1¹ø Ãâ±¸ ¿ª»ç³»"
"1839","en","Seoul Forest","https://english.visitseoul.net/nature/Seoul-Forest/ENP001838?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001838","133-111 685-20, Seongsu 1(il)-ga, Seongdong-gu, Seoul ","04770 273, Ttukseom-ro, Seongdong-gu, Seoul (Seongsu-dong 1(il)-ga, Dongbu Parks & Recreation Center) ","+82-2-460-2905","https://parks.seoul.go.kr/eng/main.do","Seoul Forest is open 24 hours (some facilities have restricted operating hours): - Ecological Forest: 05:30-21:30 KST(Ecological Conservation Area) Insect Garden: 10:00 - 17:00 (Closed every Monday) / Winter Season (November to April): 11:00 - 16:00 (Entry allowed until 15:30, Closed every Monday) Butterfly Garden: 10:00 - 17:00 (Open from May to October, Closed every Monday) - Ecol Learning Center: Open during program operation - Ground Fountains: Operate from May to September (Regular maintenance on Mondays)   - May, June, September: 4 sessions (1:00 PM, 2:00 PM, 3:00 PM, 4:00 PM), 30 minutes each   - July, August: 5 sessions (12:00 PM, 1:00 PM, 2:00 PM, 3:00 PM, 4:00 PM), 30 minutes each - Visitor Center: Open year-round,  10:00 - 18:00 - Wheelchairs, strollers, walking aids rental: Up to 2 hours free rental (¡Ø ID required) - Community Center: Open during program and exhibition operation.","","","Subway Line 2  Ttukseom Station  Exit 8,  537m Subway Suin-Bundang Line  Seoul Forest Station  Exits 3/4,  242 m"
"5477","en","Seoul Grand Park","https://english.visitseoul.net/nature/Seoul-Grand-Park/ENP005475?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP005475","427-702 159-1, Makgye-dong, Gwacheon-si, Gyeonggi-do ","13829 102, Daegongwongwangjang-ro, Gwacheon-si, Gyeonggi-do ","+82-2-500-7335","http://grandpark.seoul.go.kr/main/en.do","Zoo and Theme Garden Summer (May - October) 09:00 - 19:00 Winter (November - April) 09:00 - 18:00  Greenhouse Botanical Garden  10:00 - 17:00 (Year round) ","","","Subway Line 4  Children's Grand Park Station  Exit 2,  371m"
"668","zh-CN","İÁ?ß£?Ø¡Íë?","https://chinese.visitseoul.net/nature/İÁ?ß£?Ø¡Íë?/CNP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP000369","136-855 âÏ?ã¼àòİÁ??×ÕÔ×829? ","02704 âÏ?ã¼àòİÁ????ÖØ215? İÁ?ß£?Ø¡Íë?ßæ?Ùşûùñéãı","+82-1670-9201","http://bukhan.knps.or.kr/","9:00 ~ 18:00 õÌı¨ìı??? - ù¾Ìù£º16:00 - ÔÏÌù£º15:00","","","ò¢?5??  ÎÃûù?ó× 2?õóÏ¢£¬?ã«1020ÖØÍëÎß?£¬î¤İÁ?ß£?Ø¡Íë?ìıÏ¢ù»?,  132m "
"47259","en","Eungbongsan Mountain","https://english.visitseoul.net/nature/2024-eungbong/ENPkxys7x?utm_source=seoulopendata&utm_medium=nature&utm_content=ENPkxys7x"," ¼­¿ï ¼ºµ¿±¸ ±İÈ£µ¿4°¡ 1539 ","04743 1540 Geumho-dong 4(sa)-ga, Seongdong-gu, Seoul  ","+82-2-2286-6061","","24/7 ","","","Subway Gyeongui-Jungang Line  Eungbong Station  Exit 1,  886m"
"47261","zh-TW","ëíÜèß£","https://tchinese.visitseoul.net/nature/2024-eungbong/TCPkxys7x?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPkxys7x"," âÏì³ã¼àòÔÔÏ¡ÑÑûÉÔ×4Ê¶1539ûÜ ","04743 âÏì³àòÔÔÏ¡ÑÑûÉÔ×4Ê¶1540 ","+82-2-2286-6061","","îïÒ´ÙíıÌ24á³ãÁËÒÛ¯ ","","","ò¢ôÑÌÈëùñéäçàÊ ëíÜèó× 1ûÜõóÏ¢,  887m"
"51244","ko","¼ÛÁ¤Á¦¹æ±æ","https://korean.visitseoul.net/nature/Songjeong-Embankment-Path/KOP0aa7qh?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP0aa7qh"," ¼­¿ï ¼ºµ¿±¸ ¼ÛÁ¤µ¿ 73-448 ","04800 ¼­¿ï ¼ºµ¿±¸ ¼ÛÁ¤µ¿ 73-448 ","02-2286-5114","https://www.sd.go.kr/tour/contents.do?key=3951&","»ó½Ã°³¹æ","","¿¬Áß¹«ÈŞ","ÁöÇÏÃ¶ 7È£¼± ¾î¸°ÀÌ´ë°ø¿ø¿ª 5¹øÃâ±¸, 1.3km"
"51261","ja","«½«ó«¸«ç«ó(áæïÍ)ğ§ÛÁÔ³","https://japanese.visitseoul.net/nature/Songjeong-Embankment-Path/JPP0aa7qh?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP0aa7qh"," «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«½«ó«¸«ç«ó«É«ó(áæïÍÔ×)73-448 ","04800 «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«½«ó«¸«ç«ó«É«ó(áæïÍÔ×)73-448 ","+82-2-2286-5114","https://www.sd.go.kr/tour/contents.do?key=3951&","ßÈãÁËÒÛ¯","","Ò´ñéÙíıÌ","ò¢ù»?7?àÊ¡¸«ª«ê«Ë¡¤«Æ«´«ó«¦«©«ó(á¦ğóÓŞ)¡¹?5ÛãõóÏ¢ 1.3km"
"51263","zh-TW","áæïÍğ§ÛÁÖØ","https://tchinese.visitseoul.net/nature/Songjeong-Embankment-Path/TCP0aa7qh?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP0aa7qh"," âÏì³÷åÜ¬ã¼àòÔÔÏ¡áæïÍÔ×73-448 ","04800 âÏì³÷åÜ¬ã¼àòÔÔÏ¡áæïÍÔ×73-448 ","+82-2-2286-5114","https://www.sd.go.kr/tour/contents.do?key=3951&","îïô¸ËÒÛ¯","","îïÒ´ÙíıÌ","ò¢ôÑ7ûÜàÊä®ÔÛÓŞÍëê®ó×5ûÜõóÏ¢£¬1.3km"
"49091","ja","«¹«é«¯«Ò«å«Ä«ê?«Ï«¦«¹","https://japanese.visitseoul.net/nature/Surakhu/JPP54ay57?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP54ay57"," «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«È«ó«Ì«ó«í145«®«ë108 ","01633 «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«È«ó«Ì«ó«í145«®«ë108 ","+82-2-931-3952","https://www.foresttrip.go.kr/main.do?hmpgId=FRIP","","","","ò¢ù»?4?àÊ/«Á«ó«¸«ç«×(òÎïÈ)àÊ¡¸«×«é«à«µ«ó¡¹?1ÛãõóÏ¢, 1.6km"
"2143","zh-CN","?×ùù¯ĞºÍë?","https://chinese.visitseoul.net/nature/?×ùù¯ĞºÍë?£¨¿Ã¸²ÇÈ°ø¿ø£©/CNP002139?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002139","138-749 âÏ?ã¼áæ÷ç?Û»ì¿Ô× 88","05540 âÏ?ã¼áæ÷ç??×ùù¯ĞºÖØ424 ","+82-2-410-1114","https://www.ksponco.or.kr/olympicpark/english","05:00~22:00£ºÜÆú¼£¬í»ú¼?õóìı(??ò¢?ãÀ24:00)  06:00~22:00£º??õóìı ¡Ø ??Ğà?ËÔûú?ã¿îÜŞÅéÄäÌîï£¬22?ı¨Íë?Ğ×ò­õóìı¡£","","","ò¢?5/9??  ?×ùù¯ĞºÍë?ó×  4?õóÏ¢,  1100m"
"45694","zh-TW","ÌÈõğàÊ×ùÔ³","https://tchinese.visitseoul.net/nature/2024-gyungchunforest/TCPi8pv19?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPi8pv19"," âÏì³÷åÜ¬ã¼ÖÖê«Ï¡Íî×ÕÔ×29-51 ","01802 âÏì³÷åÜ¬ã¼ÖÖê«Ï¡ü£?ÖØ 608 ","+82-2-3783-5977","","24á³ãÁîïÒ´ÙíıÌ","","","ò¢ôÑ6ûÜàÊ  ü£?÷»ó×  4ûÜõóÏ¢,  686m"
"45696","en","Gyeongchun Line (Railroad) Forest","https://english.visitseoul.net/nature/2024-gyungchunforest/ENPi8pv19?utm_source=seoulopendata&utm_medium=nature&utm_content=ENPi8pv19"," 29-51 Gongneung-dong, Nowon-gu, Seoul ","01802 608 Hwarang-ro, Nowon-gu, Seoul ","+82-2-3783-5977","","24","","","Subway Line 6  Hwarangda Station  Exit 2,  686m"
"44732","ko","ÀÌÈ­º®È­¸¶À»","https://korean.visitseoul.net/nature/IhwaMuralVillage/KOPz90c1l?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPz90c1l"," ¼­¿ï Á¾·Î±¸ µ¿¼şµ¿ 199-10 ","03088 ¼­¿ï Á¾·Î±¸ ÀÌÈ­Àå±æ 70-11 ","","","","","","ÁöÇÏÃ¶ 4È£¼± ÇıÈ­¿ª 2¹ø Ãâ±¸,  765m"
"44733","en","Ihwa Mural Village","https://english.visitseoul.net/nature/IhwaMuralVillage/ENPz90c1l?utm_source=seoulopendata&utm_medium=nature&utm_content=ENPz90c1l"," 199-10 Dongsung-dong, Jongno-gu, Seoul ","03088 70-11 Ihwajang-gil, Jongno-gu, Seoul ","","","","","","Subway Line 4  Hyehwa Station  Exit 2,  765m "
"44734","ja","×Şü£Ûú?õ½","https://japanese.visitseoul.net/nature/IhwaMuralVillage/JPPz90c1l?utm_source=seoulopendata&utm_medium=nature&utm_content=JPPz90c1l"," «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?ÔÔâıÔ×199-10 ","03088 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)? ×Şü£íşÖØ70-11 ","","","","","","ò¢ù»?4?àÊ¡¸«Ø«Õ«¡(?ûù)¡¹? 2ÛãõóÏ¢,  765m"
"44736","zh-TW","×Şü£Ûú?õ½","https://tchinese.visitseoul.net/nature/IhwaMuralVillage/TCPz90c1l?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPz90c1l"," âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡ÔÔàòÔ×199-10 ","03088 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡×Şü£íöÖØ70-11 ","","","","","","ò¢ôÑ4ûÜàÊ  û³ûùó×  2ûÜõóÏ¢,  765m"
"49092","zh-CN","â©ÕªıÌ?è©","https://chinese.visitseoul.net/nature/Surakhu/CNP54ay57?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP54ay57"," âÏ?÷å?ã¼ûØê«?Óì×ÕÖØ145Ê¶ 108 ","01633 âÏ?÷å?ã¼ûØê«?Óì×ÕÖØ145Ê¶ 108 ","+82-2-931-3952","https://www.foresttrip.go.kr/main.do?hmpgId=FRIP","","","","ò¢?4??İÖäÛß£ó×1?õóÏ¢£¬1.6km"
"37405","zh-CN","äÌß£","https://chinese.visitseoul.net/nature/äÌß£/CNP037364?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP037364"," âÏ?à¤ÓŞ??ÜåêªÔ×ß£2-1 ","03721 âÏ?ã¼à¤ÓŞ??ÜåêªŞÑÖØ75-66?£¨ÜåêªÔ×£© ","+82-2-330-1114","","","Øßìí","","ò¢?3?? Ùìä¿?ó× 4?õóÏ¢,  633m"
"49093","zh-TW","¡¸â©ÕªıÌ¡¹â§è©","https://tchinese.visitseoul.net/nature/Surakhu/TCP54ay57?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP54ay57"," âÏì³÷åÜ¬ã¼ÖÖê«Ï¡Óì×ÕÖØ145ÖØ108 ","01633 âÏì³÷åÜ¬ã¼ÖÖê«Ï¡Óì×ÕÖØ145ÖØ108 ","+82-2-931-3952","https://www.foresttrip.go.kr/main.do?hmpgId=FRIP","","","","ò¢ôÑ4ûÜàÊİÖäÛß£ó×1ûÜõóÏ¢£¬1.6km"
"49109","en","Surak Hyu Treehouse","https://english.visitseoul.net/nature/Surakhu/ENP54ay57?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP54ay57"," 108 Deokrung-ro 145-gil, Nowon-gu, Seoul ","01633 108 Deokrung-ro 145-gil, Nowon-gu, Seoul ","+82-2-931-3952","https://www.foresttrip.go.kr/main.do?hmpgId=FRIP","","","","Subway Line 4, Buramsan Station, Exit 1, 1.6km "
"16423","zh-CN","Ñõß£âÏ?÷²å¨ÌØ","https://chinese.visitseoul.net/nature/Ñõß£NâÏ?÷²å¨ÌØ/CNP016321?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016321"," 1-3, yongsan-dong  2(i)-ga mountain, Yongsan-gu, Seoul, Korea ","04340 âÏ??ß£?Ñõß£Íë?ÖØ 105 (?ß£Ô×2Ê¶, YTNâÏ?÷²)   ","+82-2-3455-9277","https://www.seoultower.co.kr/cn/","10:00-23:00 ","","","ò¢?3/4?? õ÷ÙëÖØó×/ò¢?3?? ??ÓŞ?ó×,  ÷³ã«âà?ÍëÎß01(Ñõß£âà?), ò¸'Ñõß£âÏ?÷²'ÍëÎß?ó×ÜÆú¼357m ( ?8İÂ?) ã«ñ¦âÏ?àòã¼?ÎÃ÷éŞÍı¨£¬î¤'NâÏ?÷²'?ó×ù»?"
"27783","zh-CN","ä±ó«ß£","https://chinese.visitseoul.net/nature/ä±ó«ß£/CNP027689?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP027689","143-816 âÏ?÷å?ã¼?òĞ?ÎúëñÔ×3-19 ","04948 âÏ?ã¼?òĞ?çµ?ŞÑÖØ135 ","+82-2-450-1395","","00:00~24:00","Øßìí","","ò¢?5?? ä±ó«ß£ó× 2?õóÏ¢,  1km ò¢?5?? ?Ô¤Ï¢ó× 1?õóÏ¢,  1.1km"
"23947","en","Suraksan Mountain","https://english.visitseoul.net/nature/Suraksan-Mountain/ENP003165?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003165","139-200 Sanggye-dong, Nowon, Seoul ","139-200 Sanggye-dong, Nowon, Seoul ","","","","","","Subway Line 7  Suraksan Station  Exit 1,  72m  Subway Line 4  Dangogae Station  Exit 5,  291m"
"1580","en","Tapgol Park","https://english.visitseoul.net/nature/Tapgol-Park/ENP001577?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001577","110-122 Jongno 2(i)-ga, Jongno-u, Seoul 38-1","110-122 99, Jong-ro, Jongno-gu, Seoul ","+82-2-731-0534","http://parks.seoul.go.kr/parks/detailView.do?pIdx=60","Summer Season (March to October): 09:00 - 18:00 Winter Season (November to February): 09:00 - 17:00","Daily","","Subway Line 1/3/5  Jongno 3(sam)-ga Station  Exit 1,  249m  Subway Line 1  Jonggak Station  Exit 3,  413m"
"2071","en","Marronnier Park","https://english.visitseoul.net/nature/The-Spa-At-Grand-Mercure/ENP002071?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002071"," 1-124, Dongsung-dong, Jongno-gu, Seoul, Korea ","03087 104, Daehak-ro, Jongno-gu, Seoul, Korea (µ¿¼şµ¿) ","+82-2-2148-2843","https://parks.seoul.go.kr/parks/detailView.do?pIdx=72&tabTarget=1","","","","Subway Line 4, Hyehwa Station, Exit 2, 93m"
"37305","zh-TW","ÌÈëùàÊ×ùÔ³","https://tchinese.visitseoul.net/nature/ÌÈëùàÊ×ùÔ³/TCP037160?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP037160"," âÏì³ã¼Ø«øİÏ¡æÅÑõÔ× "," âÏì³ã¼Ø«øİÏ¡æÅÑõÔ× ","","","","","","ò¢ôÑ 2ûÜàÊ /ÌÈëùñéäçàÊ / Ñ¦íŞôÑÖØ  ûğÓŞìıÏ¢ó× 3ûÜõóÏ¢,  447m"
"16434","zh-CN","?ô¸Íë?å¨ÌØ","https://chinese.visitseoul.net/nature/ô¸ÍöÍë?å¨ÌØ/CNP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016322"," âÏ?÷å?ã¼Ø«øİ?ß¾äÛÔ×481-72 ","03900 âÏ?÷å?ã¼Ø«øİ?ô¸ÍöÍë?ÖØ 95 (»ó¾Ïµ¿, Å½¹æ°´¾È³»¼Ò) ","+82-2-300-5501","https://parks.seoul.go.kr/template/sub/worldcuppark.do","Øßô¸ 05:00~20:30  *?ï×????ó×","","","ò¢?6?? á¦Í£ÛÊ?Ğü?ó× 1?õóÏ¢, Ëå›°??ÓÛÜÆ??øù??803m ò¢?6 ?? á¦Í£ÛÊ?ëÀ?ó× 1?õóÏ¢, Ëå›°ô¸ÍöÍë?? 1.9 km"
"24233","zh-CN","Ùşûù??Ğñò¢","https://chinese.visitseoul.net/nature/Ùşûù??Ğñò¢/CNP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP023543","121-250 âÏ?Ø«øİ?àòß£Ô×661 ","03914 âÏ?Ø«øİ??ß£ÖØ87(àòß£Ô×) ","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","?êúÎ¸-10:00~18:00","Íë?-îïÒ´ÙéıÌ£¬ßÈÒ´?Û¯","ñ²ìé(ÓŞÎ¸)","ò¢?6?? á¦Í£ÛÊ?ëÀ?ó×(àòß£) 2?õóÏ¢,  790m"
"45713","ja","«­«ç«ó«Á«å«óàÊßµªÎÔ³","https://japanese.visitseoul.net/nature/2024-gyungchunforest/JPPi8pv19?utm_source=seoulopendata&utm_medium=nature&utm_content=JPPi8pv19"," «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«³«ó«Ì«óÔ×29-51 ","01802 «Î«¦«©«ó(ÖÖê«)?«®«ã«é«í608 ","+82-2-3783-5977","","24ãÁÊàÒ´ñéÙíıÌ","","","ò¢ù»?6?àÊ¡¸«Õ«¡«é«ó«Ç¡¹? 4ÛãõóÏ¢,  686m "
"6607","en","Toseung Sanseung Eoul-gil","https://english.visitseoul.net/nature/Toseung-Sanseung-Eoul-gil/ENP006603?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP006603"," Olympic Park, 88-3 Bangi-dong, Songpa-gu, Seoul ","05540 424, Olympic-ro (Bangi-dong), Songpa-gu, Seoul ","+82-2-2147-2000","","","","","Subway Line 8  Mongchontoseong Station  Exit 1,  341m "
"43767","ja","«È«¥«¯«½«à«Ï«ó«¬«ó(ùÓË°)Íëê®","https://japanese.visitseoul.net/nature/TtukseomHangngRiverpark/JPPbdyynw?utm_source=seoulopendata&utm_medium=nature&utm_content=JPPbdyynw"," «½«¦«ë?òĞ?í¹åÕÔ×704-2 ","05097 «½«¦«ëã¼«¯«¡«ó«¸«ó(?òĞ)?«««ó«Ó«ç«ó«Ö«¯«í139 ","+82-2-3780-0521","https://hangang.seoul.go.kr/www/contents/654.do?mid=449","","","","ò¢ù»?7?àÊ¡¸«Á«ã«ä«ó(«È«¥«¯«½«à «Ï«ó«¬«ó(ùÓË°)Íëê®)¡¹?2ÛãõóÏ¢,  438m"
"43768","zh-CN","ÔÀ??Ë°Íë?","https://chinese.visitseoul.net/nature/TtukseomHangngRiverpark/CNPbdyynw?utm_source=seoulopendata&utm_medium=nature&utm_content=CNPbdyynw"," âÏ?÷å?ã¼?òĞ?í¹?Ô× 704-2 ","05097 âÏ?ã¼ ?òĞ? Ë°?İÁÖØ 139 ","+82-2-3780-0521","https://hangang.seoul.go.kr/www/contents/654.do?mid=449","","","","ò¢?7?? í¹?ó× 2?õóÏ¢,  438m"
"43769","zh-TW","?ÓöùÓË°Íëê®","https://tchinese.visitseoul.net/nature/TtukseomHangngRiverpark/TCPbdyynw?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPbdyynw"," âÏì³÷åÜ¬ã¼ÎÆòĞÏ¡í¹åÕÔ× 704-2 ","05097 âÏì³ã¼ÎÆòĞÏ¡Ë°Ü«İÁÖØ139 ","+82-2-3780-0521","https://hangang.seoul.go.kr/www/contents/654.do?mid=449","","","","ò¢ôÑ7ûÜàÊ í¹åÕó× 2ûÜõóÏ¢,  438m"
"23546","zh-CN","İÖäÛß£","https://chinese.visitseoul.net/nature/İÖäÛß£1/CNP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003828","139-200 âÏ?ã¼ûØê«?ñéÍ¢Ô×ß£26  ","01716 âÏ?ã¼ûØê«?Óì×ÕÖØ94Ê¶73 (ñéÍ¢Ô×) ","+82-2-2116-3943","","","","","ò¢?4?? ß¾Í¢ó× 1?õóÏ¢,  654m"
